endbr64, sub_rsp_8, mov_rax_qword_ptr_[rip+0x@@ 34@@ fa@@ 9], test_rax_rax, je_4, call_rax, add_rsp_8, ret
push_qword_ptr_[rip+0x@@ 34@@ a5@@ a], b@@ nd@@ _@@ jmp@@ _qword_ptr_[rip+0x@@ 34@@ a@@ 5b@@ ]
push_r13, mov_rcx_rsi, mov_r13_rdi, push_r12, mov_edx_7, mov_r12_rsi, sub_rsp_8, mov_esi_1, lea_rdi_[rip+0x2@@ 33@@ 97], call_0xfffffffffffff6e@@ e, mov_rcx_r13, mov_rdi_r12, lea_rdx_[rip+0x2@@ 33@@ 8d], mov_esi_1, xor_eax_eax, call_0xffffffffffffe@@ ea@@ 5, mov_rcx_r12, mov_edx_0xe, mov_esi_1, lea_rdi_[rip+0x@@ 23@@ 37@@ c], call_0xfffffffffffff6b@@ c, mov_rcx_r12, mov_edx_0x2@@ 4, mov_esi_1, lea_rdi_[rip+0x24@@ 0@@ fb], call_0xfffffffffffff6a@@ 3, mov_rcx_r12, mov_edx_0x11, mov_esi_1, lea_rdi_[rip+0x@@ 23@@ 35@@ 9], call_0xfffffffffffff68@@ a, mov_rcx_r12, mov_edx_0x2@@ 2, mov_esi_1, lea_rdi_[rip+0x24@@ 0@@ f1], call_0xfffffffffffff67@@ 1, mov_rcx_r12, mov_edx_0xe, mov_esi_1, lea_rdi_[rip+0x2@@ 33@@ 39], call_0xfffffffffffff65@@ 8, mov_rcx_r12, mov_edx_0x2@@ d, mov_esi_1, lea_rdi_[rip+0x24@@ 0@@ e7], call_0xfffffffffffff6@@ 3f, mov_rcx_r12, mov_edx_0x14, mov_esi_1, lea_rdi_[rip+0x2@@ 33@@ 16], call_0xfffffffffffff6@@ 26, mov_rcx_r12, mov_edx_0x14, mov_esi_1, lea_rdi_[rip+0x2@@ 33@@ 12], call_0xfffffffffffff60@@ d, mov_rcx_r12, mov_edx_0x16, mov_esi_1, lea_rdi_[rip+0x@@ 23@@ 30@@ e], call_0xfffffffffffff5f@@ 4, mov_rcx_r12, mov_edx_0x3@@ 2, mov_esi_1, lea_rdi_[rip+0x24@@ 0@@ b3], call_0xfffffffffffff5d@@ b, mov_rcx_r12, mov_edx_0x1@@ 9, mov_esi_1, lea_rdi_[rip+0x2@@ 32@@ f3], call_0xfffffffffffff5c@@ 2, mov_rdi_r12, lea_rcx_[rip+0x2@@ 32@@ fe], lea_rdx_[rip+0x24@@ 0@@ bc], mov_esi_1, xor_eax_eax, call_0xffffffffffffed@@ 75, mov_rcx_r12, mov_edx_0x1@@ c, mov_esi_1, lea_rdi_[rip+0x@@ 23@@ 2e@@ 9], call_0xfffffffffffff58@@ c, mov_rdi_r12, lea_rcx_[rip+0x2@@ 32@@ f7], lea_rdx_[rip+0x24@@ 0@@ ae], mov_esi_1, xor_eax_eax, call_0xffffffffffffed@@ 3f, mov_rcx_r12, mov_edx_0x2@@ b, mov_esi_1, lea_rdi_[rip+0x24@@ 0@@ c6], call_0xfffffffffffff@@ 556, mov_rdi_r12, lea_rcx_[rip+0x@@ 23@@ 2d@@ a], lea_rdx_[rip+0x24@@ 0@@ e0], mov_esi_1, xor_eax_eax, call_0xffffffffffffe@@ d0@@ 9, mov_rcx_r12, mov_edx_0x1@@ 7, mov_esi_1, lea_rdi_[rip+0x2@@ 32@@ bb], call_0xfffffffffffff5@@ 20, mov_rcx_r12, mov_edx@@ _0x30, mov_esi_1, lea_rdi_[rip+0x24@@ 0@@ e7], call_0xfffffffffffff50@@ 7, mov_rcx_r12, mov_edx_0x1@@ 7, mov_esi_1, lea_rdi_[rip+0x@@ 23@@ 2a@@ 1], call_0xfffffffffffff4e@@ e, mov_rcx_r12, mov_edx_0x2@@ 7, mov_esi_1, lea_rdi_[rip+0x24@@ 0@@ ed], call_0xfffffffffffff4d@@ 5, mov_rcx_r12, mov_edx_0x1@@ d, mov_esi_1, lea_rdi_[rip+0x@@ 23@@ 28@@ 7], call_0xfffffffffffff4b@@ c, mov_rcx_r12, mov_edx_0x3@@ 5, mov_esi_1, lea_rdi_[rip+0x24@@ 0@@ e3], call_0xfffffffffffff4a@@ 3, mov_rcx_r12, mov_edx_0x2@@ 3, mov_esi_1, lea_rdi_[rip+0x24@@ 10@@ 2], call_0xfffffffffffff48@@ a, mov_rcx_r12, mov_edx_0x2@@ f, mov_esi_1, lea_rdi_[rip+0x24@@ 11@@ 1], call_0xfffffffffffff47@@ 1, mov_rcx_r12, mov_edx_0x1@@ 3, mov_esi_1, lea_rdi_[rip+0x@@ 23@@ 24@@ 1], call_0xfffffffffffff45@@ 8, add_rsp_8, mov_rcx_r12, pop_r12, mov_edx_0x3@@ a, mov_esi_1, lea_rdi_[rip+0x24@@ 10@@ 9], pop_r13, jmp_0xfffffffffffff@@ 43@@ 7
push_rbx, mov_rbx_rdi, lea_rdi_[rip+0x13@@ 56@@ a5], call_0xfffffffffffff4@@ 35, mov_eax_dword_ptr_[rip+0x@@ 13@@ 56@@ 3e], test_eax_eax, je_0x18, lea_rdi_[rip+0x13@@ 56@@ 8f], pop_rbx, jmp_0xfffffffffffff@@ 47@@ e, mov_rax_qword_ptr_[rip+0x@@ 13@@ 56@@ 31], lea_rdx_[rip+0x13@@ 56@@ 22], mov_qword_ptr_[rip+0x@@ 13@@ 56@@ 23@@ ]_rbx, mov_qword_ptr_[rbx]_rdx, mov_qword_ptr_[rbx+8]_rax, mov_qword_ptr_[rax]_rbx, lea_rdi_[rip+0x13@@ 56@@ 1a], call_0xffffffffffffe@@ bd@@ a, lea_rdi_[rip+0x13@@ 56@@ 4e], pop_rbx, jmp_0xfffffffffffff@@ 43@@ d
push_rbp, mov_rbp_rdi, mov_rdi_qword_ptr_[rdi+0x@@ 40], test_rdi_rdi, je_0xf, call_0xffffffffffffee@@ 13, mov_qword_ptr_[rbp+0x@@ 40]_0, lea_rdi_[rip+0x3@@ 55@@ 3f], call_0xfffffffffffff3a@@ f, mov_eax_dword_ptr_[rip+0x3@@ 54@@ e8], cmp_eax@@ _0x3f, jg@@ _0x41, mov_rdx_qword_ptr_[rip+0x3@@ 55@@ 20], lea_rcx_[rip+0x3@@ 55@@ 11], mov_qword_ptr_[rip+0x3@@ 55@@ 12@@ ]_rbp, mov_qword_ptr_[rbp@@ ]_rcx, mov_qword_ptr_[rbp@@ +8]_rdx, mov_qword_ptr_[rdx@@ ]_rbp, inc_eax, lea_rdi_[rip+0x@@ 35@@ 50@@ 6], pop_rbp, mov_dword_ptr_[rip+0x3@@ 54@@ b@@ 3]_eax, jmp_0xfffffffffffff@@ 3c@@ f, mov_rdi_rbp, call_0xffffffffffffe@@ da@@ d, lea_rdi_[rip+0x3@@ 54@@ e1], pop_rbp, jmp_0xfffffffffffff@@ 3b@@ 0
push_rbp, mov_rbp_rdi, lea_rdi_[rip+0x@@ 35@@ 4c@@ 5], call_0xfffffffffffff33@@ 5, mov_eax_dword_ptr_[rip+0x3@@ 54@@ 6a], cmp_eax@@ _0x3f, jg@@ _0x37, mov_rdx_qword_ptr_[rip+0x3@@ 54@@ 96], lea_rcx_[rip+0x3@@ 54@@ 87], mov_qword_ptr_[rip+0x3@@ 54@@ 8@@ 8]_rbp, mov_qword_ptr_[rbp@@ ]_rcx, mov_qword_ptr_[rbp@@ +8]_rdx, mov_qword_ptr_[rdx@@ ]_rbp, inc_eax, lea_rdi_[rip+0x3@@ 54@@ 8c], pop_rbp, mov_dword_ptr_[rip+0x3@@ 54@@ 35@@ ]_eax, jmp_0xfffffffffffff@@ 35@@ 5, mov_rdi_rbp, call_0xffffffffffffed@@ 3d, lea_rdi_[rip+0x3@@ 54@@ 71], pop_rbp, jmp_0xfffffffffffff@@ 34@@ 0
push_rbp, mov_rbp_rdi, lea_rdi_[rip+0x3@@ 54@@ 55], call_0xfffffffffffff2c@@ 5, mov_eax_dword_ptr_[rip+0x@@ 35@@ 3f@@ 6], cmp_eax@@ _0x3f, jg@@ _0x37, mov_rdx_qword_ptr_[rip+0x3@@ 54@@ 16], lea_rcx_[rip+0x@@ 35@@ 40@@ 7], mov_qword_ptr_[rip+0x@@ 35@@ 40@@ 8]_rbp, mov_qword_ptr_[rbp@@ ]_rcx, mov_qword_ptr_[rbp@@ +8]_rdx, mov_qword_ptr_[rdx@@ ]_rbp, inc_eax, lea_rdi_[rip+0x3@@ 54@@ 1c], pop_rbp, mov_dword_ptr_[rip+0x@@ 35@@ 3c@@ 1]_eax, jmp_0xfffffffffffff@@ 2e@@ 5, mov_rdi_rbp, call_0xffffffffffffe@@ cc@@ d, lea_rdi_[rip+0x@@ 35@@ 40@@ 1], pop_rbp, jmp_0xfffffffffffff@@ 2d@@ 0
push_rbp, mov_rbp_rdi, lea_rdi_[rip+0x@@ 35@@ 3e@@ 5], call_0xfffffffffffff25@@ 5, mov_eax_dword_ptr_[rip+0x@@ 35@@ 38@@ 2], cmp_eax@@ _0x3f, jg@@ _0x37, mov_rdx_qword_ptr_[rip+0x@@ 35@@ 39@@ 6], lea_rcx_[rip+0x@@ 35@@ 38@@ 7], mov_qword_ptr_[rip+0x@@ 35@@ 38@@ 8]_rbp, mov_qword_ptr_[rbp@@ ]_rcx, mov_qword_ptr_[rbp@@ +8]_rdx, mov_qword_ptr_[rdx@@ ]_rbp, inc_eax, lea_rdi_[rip+0x@@ 35@@ 3a@@ c], pop_rbp, mov_dword_ptr_[rip+0x@@ 35@@ 34@@ d@@ ]_eax, jmp_0xfffffffffffff@@ 27@@ 5, mov_rdi_rbp, call_0xffffffffffffec@@ 5d, lea_rdi_[rip+0x@@ 35@@ 39@@ 1], pop_rbp, jmp_0xfffffffffffff@@ 26@@ 0
push_r15, push_r14, lea_r14_[rip+0x@@ 13@@ 5@@ 54@@ 5], push_r13, push_r12, push_rbp, push_rbx, sub_rsp_8, mov_rbx_qword_ptr_[rip+0x@@ 13@@ 55@@ 34], mov_r13d@@ _dword_ptr_[rip+0x2@@ 36@@ 7f@@ 5], cmp_rbx_r14, je_0x86, mov_rbp_rdi, xor_r15d_r15d, xor_r12d_r12d, jmp_0x18, test_r12_r12, jne_0x49, mov_rbx_qword_ptr_[rbx], cmp_rbx_r14, je_0x31, lea_rdi_[r@@ bx+0x10], mov_rsi_rbp, call_0xffffffffffffef@@ 9c, test_eax_eax, cmove@@ _r12@@ _rbx, test_r13d_r13d, je_0xffffffffffffffde, movzx_eax_byte_ptr_[rbx+0x1@@ e0], mov_rbx_qword_ptr_[rbx], and_eax_0x20, cmp_al_1, sbb@@ _r15d@@ _-1, cmp_rbx_r14, jne_0xffffffffffffffd3, cmp_r15d_1, setl@@ e_al, test_r13d_r13d, je_6, test_al_al, jne_0x16, add_rsp_8, pop_rbx, pop_rbp, mov_rax_r12, pop_r12, pop_r13, pop_r14, pop_r15, ret, mov_dword_ptr_[rip+0x2@@ 36@@ 7@@ 6e@@ ]_0, jmp_0xffffffffffffffe2, mov_eax_1, xor_r12d_r12d, jmp_0xffffffffffffffc@@ f
movzx_eax_byte_ptr_[r@@ di+0x1@@ 54], cmp_al_2, je_7, cmp_al_3, je_0xb, ret, jmp_0x@@ d@@ 210, jmp_0xb@@ 9e@@ 8
movzx_eax_byte_ptr_[r@@ di+0x1@@ 54], cmp_al_2, je_0x17, cmp_al_3, jne_0xb, jmp_0x@@ c@@ 7e@@ 1, mov_eax_0xffffffff, ret, jmp_0x@@ dc@@ 5@@ 0
mov_edx_dword_ptr_[rip+0x2@@ 36@@ 6@@ fe], test_edx_edx, jne_0x58, mov_eax_dword_ptr_[rip+0x2@@ 36@@ 6e@@ 8], test_eax_eax, je_0x36, movdqa_xmm1_xmmword_ptr_[r@@ ip+0x2@@ 36@@ 6@@ 34], movaps_xmmword_ptr_[rdi@@ ]_xmm1, movdqa_xmm2_xmmword_ptr_[r@@ ip+0x2@@ 36@@ 63@@ 9], movaps_xmmword_ptr_[r@@ di+0x10@@ ]_xmm2, movdqa_xmm3_xmmword_ptr_[r@@ ip+0x2@@ 36@@ 63@@ d], movaps_xmmword_ptr_[rdi+0x@@ 20@@ ]_xmm3, movdqa_xmm4@@ _xmmword_ptr_[r@@ ip+0x2@@ 36@@ 64@@ 1], movaps_xmmword_ptr_[rdi+0x@@ 30@@ ]_xmm4, ret, pxor_xmm0_xmm0, movaps_xmmword_ptr_[rdi@@ ]_xmm0, movaps_xmmword_ptr_[r@@ di+0x1@@ 0]_xmm0, movaps_xmmword_ptr_[rdi+0x@@ 20]_xmm0, movaps_xmmword_ptr_[rdi+0x@@ 30]_xmm0, ret, movdqa_xmm@@ 5@@ _xmmword_ptr_[r@@ ip+0x2@@ 36@@ 6@@ 48], movaps_xmmword_ptr_[rdi@@ ]_xmm5, movdqa_xmm@@ 6@@ _xmmword_ptr_[r@@ ip+0x2@@ 36@@ 64@@ d], movaps_xmmword_ptr_[r@@ di+0x10@@ ]_xmm6, movdqa_xmm7@@ _xmmword_ptr_[r@@ ip+0x2@@ 36@@ 65@@ 1], movaps_xmmword_ptr_[rdi+0x@@ 20@@ ]_xmm7, movdqa_xmm@@ 5@@ _xmmword_ptr_[r@@ ip+0x2@@ 36@@ 65@@ 5], movaps_xmmword_ptr_[rdi+0x@@ 30]_xmm5, ret
mov_rdx_rdi, test_rdi_rdi, je_0x6a, mov_ecx_5, lea_rdi_[rip+0x22@@ e@@ 29], mov_rsi_rdx, repe_cmpsb_byte_ptr_[rsi]_byte_ptr_[rdi], seta_al, sbb_al_0, movsx_eax_al, test_eax_eax, je_0x4f, mov_ecx_8, lea_rdi_[rip+0x22@@ e@@ 11], mov_rsi_rdx, repe_cmpsb_byte_ptr_[rsi]_byte_ptr_[rdi], mov_eax_3, seta_cl, sbb_cl_0, test_cl_cl, je_0x2f, mov_ecx_4, lea_rdi_[rip+0x26@@ bd@@ 4], mov_rsi_rdx, repe_cmpsb_byte_ptr_[rsi]_byte_ptr_[rdi], seta_al, sbb_al_0, movsx_eax_al, cmp_eax_1, sbb_eax_eax, and_eax_4, sub_eax_2, ret, xor_eax_eax, ret
push_r12, mov_rcx_rdi, mov_r9_rsi, push_rbp, movsxd_r8@@ _edx, push_rbx, lea_rbx_[rip+0x@@ 26@@ b@@ 91], movzx_eax_byte_ptr_[rdi+0x@@ 2b], mov_r11d_dword_ptr_[r@@ di+0x38], mov_r10d_dword_ptr_[r@@ di+0x@@ 34], cmp_al_2, je_0x21, lea_rbx_[rip+0x@@ 22@@ d@@ 97], cmp_al_3, je_0x16, test_al_al, lea_rbx_[rip+0x@@ 22@@ d@@ 92], lea_rax_[rip+0x22@@ d7@@ e], cmove_rbx_rax, movzx_eax_byte_ptr_[r@@ cx+0x@@ 2a], inc_eax, cmp_al_4, ja@@ _0xf@@ 1, lea_rdx_[rip+0x2@@ 37@@ 38], movzx_eax_al, movsxd_rax_dword_ptr_[rdx+rax*4], add_rax_rdx, jmp_rax, movzx_eax_byte_ptr_[r@@ cx+0x@@ 29], lea_rbp_[rip+0x@@ 2@@ 34@@ 0a], cmp_al_2, je_0x21, lea_rbp_[rip+0x@@ 2@@ 30@@ 8b], cmp_al_3, je_0x16, cmp_al_1, lea_rbp_[rip+0x@@ 27@@ 3c@@ 4], lea_rax_[rip+0x@@ 23@@ 1b@@ c], cmove@@ _rbp_rax, movsx_edi_byte_ptr_[r@@ cx+0x28], call_0xfffffffffffff67@@ e, sub_rsp_8, push_r11, mov_esi_0x1@@ 00000, sub_esi@@ _r8d, push_r10, lea_rdi_[rip+0x13@@ 5@@ 3a@@ 2], add_rdi@@ _r8, push_rbx, movsxd_rsi_esi, lea_r8_[rip+0x2@@ 3c@@ 04], push_r12, mov_edx_1, push_rbp, push_rax, mov_eax_dword_ptr_[r@@ cx+0x18], push_rax, mov_eax_dword_ptr_[r@@ cx+0x1@@ 4], push_rax, mov_eax_dword_ptr_[r@@ cx+0x10], mov_rcx_-1, push_rax, xor_eax_eax, call_0xffffffffffffee@@ 56, add_rsp_0x50, pop_rbx, pop_rbp, pop_r12, ret, lea_r12_[rip+0x@@ 27@@ 3@@ 14], jmp_0xffffffffffffff2@@ d
endbr64, push_r14, mov_r14_rsi, push_r13, push_r12, mov_r12d_edi, push_rbp, push_rbx, sub_rsp_0x1@@ e0, mov_qword_ptr_[rsp+0x1@@ 40]_rdx, mov_qword_ptr_[rsp+0x1@@ 4@@ 8]_rcx, mov_qword_ptr_[rsp+0x1@@ 5@@ 0]_r8, mov_qword_ptr_[rsp+0x1@@ 5@@ 8]_r9, test_al_al, je_0x42, movaps_xmmword_ptr_[rsp+0x1@@ 60]_xmm0, movaps_xmmword_ptr_[rsp+0x1@@ 70]_xmm1, movaps_xmmword_ptr_[rsp+0x1@@ 80@@ ]_xmm2, movaps_xmmword_ptr_[rsp+0x1@@ 90@@ ]_xmm3, movaps_xmmword_ptr_[rsp+0x1@@ a0@@ ]_xmm4, movaps_xmmword_ptr_[rsp+0x1@@ b0@@ ]_xmm5, movaps_xmmword_ptr_[rsp+0x1@@ c0@@ ]_xmm6, movaps_xmmword_ptr_[rsp+0x1@@ d0@@ ]_xmm7, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x1@@ 28]_rax, xor_eax_eax, lea_rbp_[rsp+0x20], xor_edx_edx, mov_ecx_eax, add_eax@@ _0x20, mov_qword_ptr_[rbp@@ +rcx@@ ]_rdx, mov_qword_ptr_[rbp@@ +rcx@@ +8]_rdx, mov_qword_ptr_[rbp@@ +rcx+0x1@@ 0]_rdx, mov_qword_ptr_[rbp@@ +rcx+0x1@@ 8]_rdx, cmp_eax_0x1@@ 00, jb_0xffffffffffffff@@ e2, xor_edi_edi, call_0xffffffffffffe@@ ea@@ 7, mov_r9_rax, lea_r8_[rip+0x@@ 22@@ bc@@ 9], mov_ecx_0x100, mov_edx_1, mov_esi_0xff, mov_rdi_rbp, xor_eax_eax, call_0xffffffffffffed@@ 14, movsxd_rdi_eax, mov_ebx@@ _0xff, sub_ebx@@ _edi, lea_rax_[rsp+0x@@ 210], mov_qword_ptr_[rsp+0x10]_rax, mov_r13_rdi, lea_rax_[rsp+0x1@@ 30], add_rdi_rbp, movsxd_rsi@@ _ebx, lea_r9_[r@@ sp+8], mov_r8_r14, mov_rcx_-1, mov_edx_1, mov_dword_ptr_[rsp+8]@@ _0x10, mov_dword_ptr_[rsp+0xc]@@ _0x30, mov_qword_ptr_[rsp+0x18]_rax, call_0xffffffffffffe@@ 6c@@ e, cmp_ebx_eax, jle_0x@@ e7, lea_ebx@@ _[rax+r@@ 13], lea_r14d_[r@@ bx+1], movsxd_rax_ebx, movsxd_r13@@ _r14d, lea_rdi_[rip+0x34@@ ef@@ c], mov_byte_ptr_[rsp+r@@ ax+0x@@ 20]@@ _0xa, mov_byte_ptr_[rsp+r@@ 13+0x@@ 20]_0, call_0xffffffffffffed@@ 21, mov_eax_dword_ptr_[rip+0x@@ 34@@ f@@ 12], mov_edx_0x1@@ 00000, sub_edx_eax, mov_ecx_dword_ptr_[rip+0x@@ 34@@ f0@@ 1], cmp_edx@@ _r14d, jg_0x1@@ 32, test_r14d_r14d, jle_0x@@ 45, mov_r11d@@ _ebp, mov_rdx_rbp, lea_r13_[rip+0x@@ 34@@ e@@ fe], not@@ _r11d, mov_r10d_1, xor_r9d_r9d, lea_esi_[rax+1], cmp_eax@@ _0xffff@@ f, mov_edi_eax, mov_eax_esi, movzx_r8d_byte_ptr_[r@@ dx], cmove@@ _ecx@@ _r10d, cmove_eax@@ _r9d, inc_rdx, lea_esi_[r@@ 11@@ +rdx], mov_byte_ptr_[r@@ 13+r@@ di]@@ _r8b, cmp_esi@@ _ebx, jl_0xffffffffffffff@@ da, lea_rdi_[rip+0x34@@ e8@@ 1], mov_dword_ptr_[rip+0x@@ 34@@ ea@@ 7@@ ]_eax, mov_dword_ptr_[rip+0x@@ 34@@ e@@ 9d@@ ]_ecx, call_0xffffffffffffe@@ d0@@ 5, cmp_dword_ptr_[rip+0x@@ 3@@ 28@@ b@@ 9]@@ _r12d, jge_0x@@ 91, mov_edx_dword_ptr_[rip+0x2@@ 36@@ 2a@@ d], test_edx_edx, jne_0x6b, mov_rax_qword_ptr_[rsp+0x1@@ 28], xor_rax_qword_ptr_fs:[0x28], jne_0x1@@ f4, add_rsp_0x1@@ e0, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, ret, mov_eax_0xa, lea_rdi_[rip+0x34@@ e@@ 24], mov_word_ptr_[rsp+0x1@@ 1e@@ ]_ax, call_0xffffffffffffec@@ 4c, mov_eax_dword_ptr_[rip+0x@@ 34@@ e@@ 3d], mov_edx_0x1@@ 00000, sub_edx_eax, mov_ecx_dword_ptr_[rip+0x@@ 34@@ e@@ 2c], cmp_edx@@ _0xff, jg_0x4@@ e, mov_ebx@@ _0xfe, jmp_0xffffffffffffff2c, mov_rsi_qword_ptr_[rip+0x@@ 34@@ d@@ 29], mov_rdi_rbp, call_0xffffffffffffe@@ 84@@ 6, jmp_0xffffffffffffff88, mov_rcx_rbp, lea_rdx_[rip+0x2@@ 9a@@ 24], mov_esi_1, mov_edi_r12d, xor_eax_eax, call_0xffffffffffffe@@ 8b@@ 4, jmp_0xffffffffffffff5c, mov_r14d@@ _0xff, mov_r13d@@ _0xff, mov_esi_eax, lea_rdx_[rip+0x34@@ dd@@ b], add_rdx_rsi, cmp_r13@@ _0x20, jae_0x@@ 44, test_r13b@@ _0x10, jne_0x@@ f6, test_r13b@@ _8, jne_0x10@@ 6, test_r13b@@ _4, jne_0x1@@ 12, test_r13_r13, jne_0x@@ b1, add_eax@@ _r14d, cmp_eax_0x1@@ 00000, jne_0xfffffffffffffe@@ db, mov_ecx_1, xor_eax_eax, jmp_0xfffffffffffffe@@ ce, mov_rsi_qword_ptr_[rsp+0x20], mov_rdi_rbp, mov_qword_ptr_[rdx@@ ]_rsi, mov_rsi_qword_ptr_[r@@ sp+r@@ 13], mov_qword_ptr_[rdx+r@@ 13@@ -0x@@ 20]_rsi, mov_rsi_qword_ptr_[r@@ sp+r@@ 13+8], mov_qword_ptr_[rdx+r@@ 13@@ -0x1@@ 8]_rsi, mov_rsi_qword_ptr_[r@@ sp+r@@ 13+0x10], mov_qword_ptr_[rdx+r@@ 13@@ -0x1@@ 0]_rsi, mov_rsi_qword_ptr_[r@@ sp+r@@ 13+0x18], mov_qword_ptr_[rdx+r@@ 13@@ -@@ 8]_rsi, lea_rsi_[r@@ dx+8], and_rsi@@ _0xfffffffffffffff8, sub_rdx_rsi, add_r13@@ _rdx, and@@ _r13@@ _0xffffffffffffff@@ e0, sub_rdi_rdx, cmp_r13@@ _0x20, jb_0xffffffffffffff@@ 9a, and@@ _r13@@ _0xffffffffffffff@@ e0, xor_edx_edx, mov_r11_qword_ptr_[r@@ di+rdx], mov_r10_qword_ptr_[r@@ di+rdx@@ +8], mov_r9_qword_ptr_[r@@ di+rdx@@ +0x10], mov_r8_qword_ptr_[r@@ di+rdx@@ +0x18], mov_qword_ptr_[rsi@@ +rdx]@@ _r11, mov_qword_ptr_[rsi@@ +rdx+@@ 8]_r10, mov_qword_ptr_[rsi@@ +rdx+0x1@@ 0]_r9, mov_qword_ptr_[rsi@@ +rdx+0x1@@ 8]_r8, add_rdx_0x20, cmp_rdx@@ _r13, jb_0xffffffffffffff@@ d3, jmp_0xffffffffffffff63, movzx_esi_byte_ptr_[r@@ bp], mov_byte_ptr_[rdx@@ ]_sil, test_r13b@@ _2, je_0xffffffffffffff@@ 4a, movzx_esi_word_ptr_[r@@ bp+r@@ 13@@ -2], mov_word_ptr_[r@@ dx+r@@ 13@@ -@@ 2@@ ]_si, jmp_0xffffffffffffff38, movdqu_xmm0_xmmword_ptr_[r@@ bp], movups_xmmword_ptr_[r@@ dx@@ ]_xmm0, movdqu_xmm1_xmmword_ptr_[r@@ bp+r@@ 13@@ -0x10], movups_xmmword_ptr_[r@@ dx+r@@ 13@@ -0x@@ 10]_xmm1, jmp_0xffffffffffffff18, mov_rsi_qword_ptr_[rbp], mov_qword_ptr_[rdx@@ ]_rsi, mov_rsi_qword_ptr_[r@@ bp+r@@ 13@@ -8], mov_qword_ptr_[rdx+r@@ 13@@ -@@ 8]_rsi, jmp_0xffffffffffffff02, mov_esi_dword_ptr_[r@@ bp], mov_dword_ptr_[rdx@@ ]_esi, mov_esi_dword_ptr_[r@@ bp+r@@ 13@@ -4], mov_dword_ptr_[r@@ dx+r@@ 13@@ -@@ 4]_esi, jmp_0xfffffffffffffeee, call_0xffffffffffffe@@ 87@@ 4
push_r12, lea_rdi_[rip+0x34@@ bf@@ 7], call_0xffffffffffffea@@ 67, mov_eax_dword_ptr_[rip+0x@@ 34@@ b@@ a0], test_eax_eax, je_0xc, mov_edx_dword_ptr_[rip+0x@@ 34@@ b8@@ 2], test_edx_edx, je_0x38, mov_edi_0x2@@ 10, call_0xffffffffffffe@@ 30@@ 9, mov_r12_rax, lea_rdi_[rip+0x34@@ bc@@ a], call_0xffffffffffffea@@ 9a, test_r12_r12, je_0x4a, mov_rdi_r12, mov_edx_0x2@@ 10, xor_esi_esi, call_0xffffffffffffe@@ 11@@ 6, mov_rax_r12, pop_r12, ret, mov_r12_qword_ptr_[rip+0x@@ 34@@ b@@ 91], dec_eax, mov_rcx_qword_ptr_[r12], mov_rdx_qword_ptr_[r12+8], lea_rdi_[rip+0x34@@ b8@@ f], mov_qword_ptr_[rcx@@ +8]_rdx, mov_qword_ptr_[rdx]_rcx, mov_dword_ptr_[rip+0x@@ 34@@ b@@ 36@@ ]_eax, call_0xffffffffffffea@@ 52, jmp_0xffffffffffffffbd, xor_eax_eax, lea_rsi_[rip+0x22@@ 7f@@ 6], mov_edi_3, call_0xfffffffffffffb@@ 5a, mov_rax_r12, pop_r12, ret
push_r12, lea_rdi_[rip+0x34@@ b4@@ 7], call_0xffffffffffffe@@ 9b@@ 7, mov_eax_dword_ptr_[rip+0x@@ 34@@ ae@@ c], test_eax_eax, je_0x10, mov_edx_dword_ptr_[rip+0x@@ 34@@ ad@@ 2], test_edx_edx, je_0xa0, mov_edi_0x@@ 90, call_0xffffffffffffe@@ 25@@ 5, mov_r12_rax, lea_rdi_[rip+0x34@@ b@@ 16], call_0xffffffffffffe@@ 9e@@ 6, test_r12_r12, je_0xae, lea_rax_[r@@ 12+8], and_rax@@ _0xfffffffffffffff8, mov_rdi_r12, sub_rdi_rax, mov_qword_ptr_[r12]_0, mov_qword_ptr_[r12+0x@@ 70]_0, mov_qword_ptr_[r12+0x@@ 78]_0, mov_qword_ptr_[r12+0x@@ 80]_0, mov_qword_ptr_[r12+0x@@ 88]_0, add_edi@@ _0x@@ 90, xor_esi_esi, and_edi@@ _0xffffff@@ e0, xor_ecx_ecx, mov_edx_ecx, add_ecx@@ _0x20, mov_qword_ptr_[rax@@ +rdx@@ ]_rsi, mov_qword_ptr_[rax@@ +rdx+@@ 8]_rsi, mov_qword_ptr_[rax@@ +rdx+0x1@@ 0]_rsi, mov_qword_ptr_[rax@@ +rdx+0x1@@ 8]_rsi, cmp_ecx@@ _edi, jb_0xffffffffffffff@@ e6, mov_rax_r12, pop_r12, ret, mov_r12_qword_ptr_[rip+0x@@ 34@@ a6@@ 9], dec_eax, mov_rcx_qword_ptr_[r12], mov_rdx_qword_ptr_[r12+8], lea_rdi_[rip+0x34@@ a7@@ 7], mov_qword_ptr_[rcx@@ +8]_rdx, mov_qword_ptr_[rdx]_rcx, mov_dword_ptr_[rip+0x@@ 34@@ a@@ 1a@@ ]_eax, call_0xffffffffffffe@@ 93@@ a, jmp_0xffffffffffffff5d, xor_eax_eax, lea_rsi_[rip+0x22@@ 6f@@ 7], mov_edi_3, call_0xfffffffffffffa@@ 42, mov_rax_r12, pop_r12, ret
